filename,RMS_EHG_2_butter,log2_EHG_2_butter,perm_entropy_EHG_2_butter,svd_entropy_EHG_2_butter,spectral_entropy_EHG_2_butter,sample_entropy_EHG_2_butter,Hjorth_mobility_EHG_2_butter,hjorth_complexity_EHG_2_butter,Approximate entropy_EHG_2_butter,num_zero_cross_EHG_2_butter,petrosian_fd_EHG_2_butter,katz_fd_EHG_2_butter,higuchi_fd_EHG_2_butter,detrended_fluctuation_EHG_2_butter
tpehgt_p010.dat,0.006288090430140346,-7.3131623192638955,0.6671411431928057,0.4461391920618535,0.46970357591274703,0.2943353736545996,0.17665947103373986,5.99543684842928,0.3950236446901729,2094,1.0101037025725197,2.140957336557295,1.2959771618280793,0.7799709887414544
tpehgt_p011.dat,0.007971668525704748,-6.970902562726999,0.6764303068367102,0.478585920478953,0.4960857887945142,0.33457216901313347,0.20793417251128204,4.306948849044351,0.42958900191502547,2318,1.0099111968855599,1.7601277412582268,1.3285068999824838,0.7781467109965517
tpehgt_p012.dat,0.01859097713653091,-5.749253589878826,0.7168304025072435,0.44783973499824326,0.5397250929703411,0.46064435027486034,0.19574140879996468,3.082362136424784,0.5720455824174802,2538,1.0071967092313932,2.0637338812084898,1.2305956063621617,0.6984861586617294
tpehgt_p013.dat,0.015427457190680532,-6.018355898488637,0.8198320089839315,0.5315943203497432,0.5090273663351895,0.7160920378442799,0.2449905243675123,3.6069733071640737,0.8220691721056474,2877,1.0104489080573618,2.6960866206987006,1.4639994466127768,0.7001067068563823
tpehgt_t001.dat,0.016667989738184834,-5.9067760728310335,0.7824960486624276,0.4111247494022792,0.46034154108798936,0.4760489829366708,0.16076093324300955,5.210104605338503,0.5807721237527623,1957,1.009790983076463,2.156347553194295,1.2874686874812102,0.7799580215285311
tpehgt_t002.dat,0.020378701806802072,-5.616794039965918,0.7951519538738145,0.4506786288507801,0.5071803921631209,0.5125102615818629,0.18750647781929428,4.207705887161003,0.614731797855347,2292,1.0095927994914478,2.1715740835552664,1.2913043259853438,0.7444979415772693
tpehgt_t003.dat,0.025720222970593336,-5.2809530402202585,0.7779861003469312,0.5082451322147558,0.5766226584437005,0.4976268413856959,0.2388405085327025,2.8676348875082027,0.6458818658288403,2876,1.0088088445133057,2.3468103835071723,1.2849627072737149,0.6638784686036199
tpehgt_t004.dat,0.019850067757888404,-5.654712257781668,0.730022957779299,0.4181520646063823,0.49941322633313273,0.4286929136621206,0.17119720859436702,3.724009194721299,0.5506307674352486,1838,1.0077578098083613,2.539305684873913,1.2345227469207387,0.7489860146158472
tpehgt_t005.dat,0.017641793748932776,-5.824858933804173,0.745319343189822,0.42613375005012427,0.4558549893715856,0.45912806397883443,0.16813190764395025,4.859656357728014,0.5708326617132604,1765,1.0086503962829423,2.165965292209283,1.2656895675284168,0.7810425208051238
tpehgt_t006.dat,0.03239261496557444,-4.948191252188504,0.7542635680433394,0.41576438841670926,0.4958723291608984,0.4445889238768926,0.16955128179507392,3.8322359099976198,0.5648939079676256,2083,1.008041983428859,2.260566166405593,1.2666003211983272,0.7586000554940444
tpehgt_t007.dat,0.0133752589018838,-6.2242893720666395,0.8066940732719307,0.4802098996194321,0.5020013829265842,0.4663788725131529,0.20729182923388167,3.991989237527667,0.5632598098296953,3357,1.0106269794280272,2.0981386550249557,1.429152044300052,0.7589654004039454
tpehgt_t008.dat,0.010765971937432043,-6.537377619826794,0.7988894352144691,0.4978283165251711,0.5074946874713159,0.6605381807323332,0.21868377728881638,3.9259949741333355,0.7811976433609171,2860,1.010662160370737,2.3818938453408847,1.3807882051926728,0.7585673851976967
tpehgt_t009.dat,0.009487775259804937,-6.7197144479869575,0.7599495222505748,0.47564219895366844,0.47863465948392203,0.5672815590595509,0.1997066317327627,4.46863751956943,0.6930389001449173,2886,1.0100027675625103,2.536242081825005,1.3933615030651805,0.7470520543916476
tpehgt_t010.dat,0.005471575487237319,-7.513827981743669,0.7206414415320251,0.5427383361298568,0.5245749525447181,0.9755521564371067,0.24894266334707393,4.016507476582447,1.1468909352901946,3150,1.0112948477717423,1.8301658556529397,1.4690141928294211,0.73620799930616
tpehgt_t011.dat,0.005216164162242575,-7.582795010122545,0.706030805304523,0.5939371910401255,0.5236561773047071,1.13719387694531,0.29786549346053265,3.26428480521024,1.3490169380493304,4294,1.0089503853045825,2.6215825197905906,1.5350470496190274,0.7024548060426294
tpehgt_t012.dat,0.016851066560157363,-5.891016282500919,0.8293834221653729,0.5762585126664355,0.489878647015894,0.4524399555536593,0.2755707893393405,3.921203901001648,0.5540511235551815,3475,1.0115341620911316,1.8670084080211176,1.4419932234537034,0.7771931447792748
tpehgt_t013.dat,0.004209626871903115,-7.892091921658146,0.6546955855483517,0.5277659475731369,0.5110733831878299,0.8570424819636747,0.23261003350612078,4.824361697793157,1.0470664574904402,2434,1.010307846932207,2.3356943397696766,1.376756900513402,0.7476219741970058
