filename,RMS_EHG_3_butter,log2_EHG_3_butter,perm_entropy_EHG_3_butter,svd_entropy_EHG_3_butter,spectral_entropy_EHG_3_butter,sample_entropy_EHG_3_butter,Hjorth_mobility_EHG_3_butter,hjorth_complexity_EHG_3_butter,Approximate entropy_EHG_3_butter,num_zero_cross_EHG_3_butter,petrosian_fd_EHG_3_butter,katz_fd_EHG_3_butter,higuchi_fd_EHG_3_butter,detrended_fluctuation_EHG_3_butter
tpehgt_p006.dat,0.008609419979310456,-6.8598682388122505,0.8495514673798401,0.5540894328105286,0.5117615204165951,0.7677465338472874,0.25773175854131347,3.992939624694629,0.847518586443567,3356,1.0123706266143995,2.650966085652551,1.4575941045461651,0.6786110134240504
tpehgt_p007.dat,0.008893494403686645,-6.813033895042087,0.8564278571285223,0.5439197304078429,0.49533532730622093,0.7757479518751144,0.24669249222998835,4.338738440079991,0.8675982804425857,3231,1.0127510115521192,2.818859098988839,1.4785827942368066,0.7249435191096788
tpehgt_p008.dat,0.0076997388589741915,-7.020974767848266,0.8766537892197289,0.5949231256202696,0.5033662616080365,0.8162957239599008,0.2916914657342955,3.7930840026601014,0.8835942695239027,4232,1.0134845677763573,2.8550366686514623,1.54247894964016,0.7249488953002426
tpehgt_p009.dat,0.008625084069603385,-6.857245765714782,0.8772605025020803,0.5600276804044263,0.4700365812260139,0.8292107479060287,0.25994680654983254,4.24504607871915,0.8849373492950949,3600,1.0134849582896814,2.701131547440823,1.5260290352286932,0.7570576376190784
tpehgt_p010.dat,0.006542425519015876,-7.2559586893793115,0.8427451323332957,0.5838230762991943,0.5243468548083723,0.6489200140230684,0.2836782832357464,3.845865822041752,0.7126572780094942,4612,1.0126357828872272,2.291020805378134,1.587939679512078,0.7358461881334224
tpehgt_p011.dat,0.007428772119340002,-7.072660513162078,0.82849109717417,0.5647523255209079,0.5307214924104413,0.691686144864735,0.26749550085370405,3.7988555435051223,0.7494442134951953,3818,1.011929029708751,2.05967413094887,1.500879546628377,0.6829615529387133
tpehgt_p012.dat,0.021625399893357402,-5.531129378697992,0.8487449926742435,0.5214663168551926,0.5631585723733892,0.6792079618056502,0.23905716458209764,4.022663823802605,0.7599879466984634,4050,1.0113657872805302,2.2257160925698596,1.4343365116408193,0.7862288957779802
tpehgt_p013.dat,0.011611865769903007,-6.428256389774205,0.8411326675963136,0.5851339292397153,0.507781653050702,1.0104904517301054,0.2879156788880381,3.4595452159642903,1.1223309439007751,3880,1.011714165041813,2.3756640703698864,1.5659775973474628,0.729088729699707
tpehgt_t001.dat,0.013732028771790748,-6.186311404582447,0.8739621020850037,0.6316782258408669,0.5504170616078045,0.777970697917576,0.3346187210079916,3.0641563553330005,0.8307113404403199,3936,1.0125519113170824,2.2008095865302577,1.590585376376692,0.7298430758041927
tpehgt_t002.dat,0.017418378782051852,-5.843245838624308,0.8537735226545826,0.5491419508229419,0.534627117519441,0.8027935345656331,0.2583944940005564,3.58614067786782,0.927419662056856,3712,1.0116984619971638,2.6091508661298337,1.473840907069714,0.7150076198640589
tpehgt_t003.dat,0.01770181607510259,-5.819958812057338,0.865162445707379,0.5682994856679009,0.5754893490819819,0.8624895639928128,0.276782674431284,3.2878171500283893,0.9895344638621899,4152,1.0120401490462871,2.6678370332104056,1.4594117049647546,0.6944867664324346
tpehgt_t004.dat,0.016221634871411046,-5.94593696319005,0.8426927251570702,0.45324088406526625,0.45823261423888695,0.6015330070966365,0.18305840924373692,4.972257142778396,0.6926431520777281,2706,1.0115393058429665,2.520348204315959,1.367184052915881,0.7792310544591102
tpehgt_t005.dat,0.019876747351321767,-5.6527744974643594,0.8592754200529722,0.49987348795368425,0.48087020628215515,0.5546775865009924,0.216242007583883,4.332076756164008,0.6535469395515405,2622,1.012003759126299,2.393202406734104,1.4250942097193535,0.767349231308358
tpehgt_t006.dat,0.022442353600741507,-5.477632205892998,0.8241688308047611,0.4437925216589837,0.484613846993655,0.5398998146532903,0.18079467040714012,4.541393016062375,0.6439566275325563,2814,1.0105077673591343,2.214439178743565,1.3573489093150286,0.7622920265047398
tpehgt_t007.dat,0.012488522479159842,-6.323253388415704,0.8632628580616358,0.5634924897628323,0.5342179850928513,0.6684128814151625,0.27024019139182137,3.5189393816441537,0.7444267513567469,3982,1.0122311389434584,2.4136961697574177,1.4741343770226212,0.6864769842478038
tpehgt_t008.dat,0.01051034934003045,-6.572045567786368,0.8663775037933068,0.5900498205043228,0.5721522993103147,1.0008528692895111,0.2921849349875172,3.5271640459630764,1.0778587515652767,4111,1.0125112710525646,2.448982867571868,1.4968729477908302,0.7186873875933041
tpehgt_t009.dat,0.008839664254335923,-6.821792710045743,0.7670490310980429,0.44086527054219055,0.4613677237183341,0.5043087832304122,0.17378932382146056,5.508656856669786,0.6070536011076837,2182,1.0107115423324708,2.51702879315555,1.30829114804144,0.780121163710831
tpehgt_t010.dat,0.006116784515557316,-7.3530108315082225,0.8176098919991108,0.5527380356971606,0.4956215524969933,0.4796485964462046,0.2547346800437744,4.236558188285102,0.5502191523258033,4022,1.012872209851321,1.9761531974861282,1.5248661098346157,0.7496384005920463
tpehgt_t011.dat,0.006630695851612164,-7.236624004219925,0.8917207133876751,0.7119303206263778,0.5857225570223599,0.9022088602002163,0.4295954205140264,2.597850563020778,0.9895875224735637,6782,1.0139288293325461,3.4223645225339077,1.6916184826874705,0.6776830261386672
tpehgt_t012.dat,0.010549370860605348,-6.566699227178699,0.8270785458207603,0.45960201980610166,0.45319954540586066,0.6292600019708157,0.18514688940970453,5.3675201251592615,0.7365989813056957,3337,1.01191047253074,2.5090003926681272,1.407827635815458,0.7834071799839607
tpehgt_t013.dat,0.004128802985885968,-7.920060705592541,0.8164898656291671,0.6418132500364947,0.5579153774443011,1.2746383859002481,0.34032844640525095,3.366588128721336,1.3917603250308908,4550,1.0128204767038362,2.5049766492194863,1.61028269013487,0.7439415144501397
